Game,Player Name,Number Shots,Average Shots
648.0,Rudy Gay,2.0,2.0
648.0,Emmanuel Mudiay,5.0,2.6
649.0,LeBron James,6.0,3.25
649.0,Kemba Walker,3.0,2.0
650.0,Patrick Beverley,4.0,2.2
650.0,Russell Westbrook,5.0,2.4
651.0,Jamal Crawford,3.0,2.0
651.0,John Wall,3.0,2.1666666666666665
652.0,Jabari Parker,4.0,2.4
652.0,Jimmy Butler,3.0,2.0
653.0,Arron Afflalo,5.0,2.75
653.0,Monta Ellis,5.0,4.0
654.0,Evan Turner,5.0,2.1666666666666665
654.0,Kobe Bryant,4.0,2.2
655.0,Jeff Teague,5.0,2.0
655.0,Devin Booker,4.0,1.625
656.0,Rodney Hood,6.0,2.0
656.0,Tony Parker,4.0,2.4
657.0,Seth Curry,2.0,1.8
657.0,CJ McCollum,5.0,2.6
658.0,Andrew Wiggins,4.0,2.25
658.0,Stephen Curry,4.0,2.25
659.0,Victor Oladipo,3.0,2.6
659.0,Reggie Jackson,6.0,2.5
660.0,Jae Crowder,3.0,2.0
660.0,Toney Douglas,4.0,2.4
661.0,Jose Juan Barea,3.0,2.2
661.0,James Harden,4.0,2.0
662.0,Jeff Teague,3.0,1.75
662.0,Kyle Lowry,4.0,2.4
663.0,Jimmy Butler,3.0,2.25
663.0,Hassan Whiteside,5.0,2.142857142857143
664.0,Trevor Ariza,2.0,1.4285714285714286
664.0,Tyson Chandler,4.0,1.8333333333333333
665.0,Dwyane Wade,5.0,2.8
665.0,Nikola Vucevic,3.0,2.5
666.0,Reggie Jackson,5.0,2.3333333333333335
666.0,Bradley Beal,4.0,1.8333333333333333
667.0,Jusuf Nurkic,5.0,3.25
667.0,Kevin Martin,3.0,1.6666666666666667
668.0,Cole Aldrich,4.0,2.5
668.0,Rodney Hood,3.0,2.0
669.0,Isaiah Thomas,4.0,1.8
669.0,Jeff Teague,4.0,2.5
670.0,Zach Randolph,4.0,2.1666666666666665
670.0,Stephen Curry,4.0,2.4
671.0,Karl-Anthony Towns,4.0,2.75
671.0,Damian Lillard,7.0,2.5
672.0,Darren Collison,5.0,2.75
672.0,Kevin Durant,4.0,1.8333333333333333
673.0,Courtney Lee,3.0,1.5714285714285714
673.0,Kelly Oubre,4.0,2.0
674.0,D'Angelo Russell,3.0,1.8333333333333333
674.0,James Harden,6.0,3.25
675.0,Blake Griffin,4.0,1.8
675.0,Charlie Villanueva,6.0,2.4
676.0,Ish Smith,3.0,1.6
676.0,Khris Middleton,4.0,2.75
677.0,Kawhi Leonard,4.0,2.25
677.0,Stephen Curry,4.0,2.4
678.0,Jerian Grant,5.0,2.6
678.0,Terrence Ross,3.0,2.2
679.0,Tyler Ennis,2.0,1.6666666666666667
679.0,Mario Hezonja,3.0,2.4
680.0,Jimmy Butler,5.0,3.0
680.0,Tim Frazier,4.0,2.1666666666666665
681.0,Joe Johnson,6.0,2.8
681.0,Tobias Harris,4.0,2.5
682.0,Kawhi Leonard,6.0,2.75
682.0,Dion Waiters,5.0,2.75
683.0,Avery Bradley,5.0,1.8
683.0,Joe Johnson,3.0,2.0
684.0,Sean Kilpatrick,4.0,3.0
684.0,Terrence Ross,4.0,3.0
685.0,Jeremy Lamb,3.0,1.6666666666666667
685.0,Devyn Marble,3.0,1.625
686.0,Jordan McRae,6.0,3.2
686.0,Spencer Dinwiddie,4.0,2.2
687.0,Mike Muscala,2.0,1.2857142857142858
687.0,Ramon Sessions,2.0,1.8
688.0,Wesley Matthews,5.0,2.1666666666666665
688.0,Jonathon Simmons,5.0,2.5
689.0,Gordon Hayward,5.0,2.1666666666666665
689.0,Kobe Bryant,9.0,4.0
